rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,30-Jul-18,Configuration: Fire TV Stick,"Recently cut the cord on cable television. Needed an easy to install and relatively inexpensive alternative option to fill the gap. Ordered the Amazon Fire Stick from Best Buy. Instructions were short and easy to follow. I was going to order the Amazon Ethernet Adapter because I was worried about wireless speeds in my area, but thought I'd wait and see. Glad I did. Wireless connection has proved almost flawless so far. A few brief hiccups here and there, but I'm convinced that was from the Apps themselves. Don't miss the ridiculously high cable prices and am able to watch most of what I used to watch for a much lower price, which right now is a total of $50 a month. Amazon Fire Stick is limited to 1GB of memory and 8GB of storage. Thought that would be a huge issue when it came to downloading Apps and recording shows. So far it hasn't been any issue at all. The upcoming fall tv schedule, which includes the return of NFL Football, might prove more troublesome when I need to record more often. I'll worry about that then. My only real issue is that you can't really turn it off. The screen remains on and uses up electricity, although probably small amounts. Luckily when you unplug it, all downloaded Apps and recorded shows stay in memory. Not sure what happens when you have something scheduled to record when it's unplugged. Haven't tried it yet, although I don't think it'll be an issue with DirectTV Now, which I'm using right now. So far I'm loving the Amazon Fire Stick. Actually love that Amazon, which I use occasionally, come pre-installed.",1,"recently cut the cord on cable television. needed an easy to install and relatively inexpensive alternative option to fill the gap. ordered the amazon fire stick from best buy. instructions were short and easy to follow. i was going to order the amazon ethernet adapter because i was worried about wireless speeds in my area, but thought i'd wait and see. glad i did. wireless connection has proved almost flawless so far. a few brief hiccups here and there, but i'm convinced that was from the apps themselves. don't miss the ridiculously high cable prices and am able to watch most of what i used to watch for a much lower price, which right now is a total of $50 a month. amazon fire stick is limited to 1gb of memory and 8gb of storage. thought that would be a huge issue when it came to downloading apps and recording shows. so far it hasn't been any issue at all. the upcoming fall tv schedule, which includes the return of nfl football, might prove more troublesome when i need to record more often. i'll worry about that then. my only real issue is that you can't really turn it off. the screen remains on and uses up electricity, although probably small amounts. luckily when you unplug it, all downloaded apps and recorded shows stay in memory. not sure what happens when you have something scheduled to record when it's unplugged. haven't tried it yet, although i don't think it'll be an issue with directtv now, which i'm using right now. so far i'm loving the amazon fire stick. actually love that amazon, which i use occasionally, come pre-installed.",recently cut the cord on cable television needed an easy to install and relatively inexpensive alternative option to fill the gap ordered the amazon fire stick from best buy instructions were short and easy to follow i was going to order the amazon ethernet adapter because i was worried about wireless speeds in my area but thought id wait and see glad i did wireless connection has proved almost flawless so far a few brief hiccups here and there but im convinced that was from the apps themselves dont miss the ridiculously high cable prices and am able to watch most of what i used to watch for a much lower price which right now is a total of 50 a month amazon fire stick is limited to 1gb of memory and 8gb of storage thought that would be a huge issue when it came to downloading apps and recording shows so far it hasnt been any issue at all the upcoming fall tv schedule which includes the return of nfl football might prove more troublesome when i need to record more often ill worry about that then my only real issue is that you cant really turn it off the screen remains on and uses up electricity although probably small amounts luckily when you unplug it all downloaded apps and recorded shows stay in memory not sure what happens when you have something scheduled to record when its unplugged havent tried it yet although i dont think itll be an issue with directtv now which im using right now so far im loving the amazon fire stick actually love that amazon which i use occasionally come preinstalled,recently cut the cord on cable television needed an easy to install and relatively inexpensive alternative option to fill the gap ordered the amazon fire stick from best buy instructions were short and easy to follow i was going to order the amazon ethernet adapter because i was worried about wireless speeds in my area but thought id wait and see glad i did wireless connection has proved almost flawless so far a few brief hiccups here and there but im convinced that was from the apps themselves dont miss the ridiculously high cable prices and am able to watch most of what i used to watch for a much lower price which right now is a total of 50 a month amazon fire stick is limited to 1gb of memory and 8gb of storage thought that would be a huge issue when it came to downloading apps and recording shows so far it hasnt been any issue at all the upcoming fall tv schedule which includes the return of nfl football might prove more troublesome when i need to record more often ill worry about that then my only real issue is that you cant really turn it off the screen remains on and uses up electricity although probably small amounts luckily when you unplug it all downloaded apps and recorded shows stay in memory not sure what happens when you have something scheduled to record when its unplugged havent tried it yet although i dont think itll be an issue with directtv now which im using right now so far im loving the amazon fire stick actually love that amazon which i use occasionally come preinstalled,"['recently', 'cut', 'the', 'cord', 'on', 'cable', 'television', 'needed', 'an', 'easy', 'to', 'install', 'and', 'relatively', 'inexpensive', 'alternative', 'option', 'to', 'fill', 'the', 'gap', 'ordered', 'the', 'amazon', 'fire', 'stick', 'from', 'best', 'buy', 'instructions', 'were', 'short', 'and', 'easy', 'to', 'follow', 'i', 'was', 'going', 'to', 'order', 'the', 'amazon', 'ethernet', 'adapter', 'because', 'i', 'was', 'worried', 'about', 'wireless', 'speeds', 'in', 'my', 'area', 'but', 'thought', 'id', 'wait', 'and', 'see', 'glad', 'i', 'did', 'wireless', 'connection', 'has', 'proved', 'almost', 'flawless', 'so', 'far', 'a', 'few', 'brief', 'hiccups', 'here', 'and', 'there', 'but', 'im', 'convinced', 'that', 'was', 'from', 'the', 'apps', 'themselves', 'dont', 'miss', 'the', 'ridiculously', 'high', 'cable', 'prices', 'and', 'am', 'able', 'to', 'watch', 'most', 'of', 'what', 'i', 'used', 'to', 'watch', 'for', 'a', 'much', 'lower', 'price', 'which', 'right', 'now', 'is', 'a', 'total', 'of', '50', 'a', 'month', 'amazon', 'fire', 'stick', 'is', 'limited', 'to', '1gb', 'of', 'memory', 'and', '8gb', 'of', 'storage', 'thought', 'that', 'would', 'be', 'a', 'huge', 'issue', 'when', 'it', 'came', 'to', 'downloading', 'apps', 'and', 'recording', 'shows', 'so', 'far', 'it', 'hasnt', 'been', 'any', 'issue', 'at', 'all', 'the', 'upcoming', 'fall', 'tv', 'schedule', 'which', 'includes', 'the', 'return', 'of', 'nfl', 'football', 'might', 'prove', 'more', 'troublesome', 'when', 'i', 'need', 'to', 'record', 'more', 'often', 'ill', 'worry', 'about', 'that', 'then', 'my', 'only', 'real', 'issue', 'is', 'that', 'you', 'cant', 'really', 'turn', 'it', 'off', 'the', 'screen', 'remains', 'on', 'and', 'uses', 'up', 'electricity', 'although', 'probably', 'small', 'amounts', 'luckily', 'when', 'you', 'unplug', 'it', 'all', 'downloaded', 'apps', 'and', 'recorded', 'shows', 'stay', 'in', 'memory', 'not', 'sure', 'what', 'happens', 'when', 'you', 'have', 'something', 'scheduled', 'to', 'record', 'when', 'its', 'unplugged', 'havent', 'tried', 'it', 'yet', 'although', 'i', 'dont', 'think', 'itll', 'be', 'an', 'issue', 'with', 'directtv', 'now', 'which', 'im', 'using', 'right', 'now', 'so', 'far', 'im', 'loving', 'the', 'amazon', 'fire', 'stick', 'actually', 'love', 'that', 'amazon', 'which', 'i', 'use', 'occasionally', 'come', 'preinstalled']",recently cut cord cable television needed easy install relatively inexpensive alternative option fill gap ordered amazon fire stick best buy instructions short easy follow going order amazon ethernet adapter worried wireless speeds area thought id wait see glad wireless connection proved almost flawless far brief hiccups im convinced apps dont miss ridiculously high cable prices able watch used watch much lower price right total 50 month amazon fire stick limited 1gb memory 8gb storage thought would huge issue came downloading apps recording shows far hasnt issue upcoming fall tv schedule includes return nfl football might prove troublesome need record often ill worry real issue cant really turn screen remains uses electricity although probably small amounts luckily unplug downloaded apps recorded shows stay memory sure happens something scheduled record unplugged havent tried yet although dont think itll issue directtv im using right far im loving amazon fire stick actually love amazon use occasionally come preinstalled
5,30-Jul-18,Configuration: Fire TV Stick,Everything,1,everything,everything,everything,['everything'],everything
5,30-Jul-18,Configuration: Fire TV Stick,Love this!,1,love this!,love this,love this,"['love', 'this']",love
5,30-Jul-18,Configuration: Fire TV Stick,Really enjoying my firestick can’t wait to get rid of  cable such a waste of money.,1,really enjoying my firestick can’t wait to get rid of  cable such a waste of money.,really enjoying my firestick can’t wait to get rid of  cable such a waste of money,really enjoying my firestick can’t wait to get rid of  cable such a waste of money,"['really', 'enjoying', 'my', 'firestick', 'can', 't', 'wait', 'to', 'get', 'rid', 'of', 'cable', 'such', 'a', 'waste', 'of', 'money']",really enjoying firestick can’t wait get rid cable waste money
5,30-Jul-18,Configuration: Fire TV Stick,Good,1,good,good,good,['good'],good
5,30-Jul-18,Configuration: Fire TV Stick,Love it!,1,love it!,love it,love it,"['love', 'it']",love
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set up and use.,1,easy to set up and use.,easy to set up and use,easy to set up and use,"['easy', 'to', 'set', 'up', 'and', 'use']",easy set use
5,30-Jul-18,Configuration: Fire TV Stick,WooHoo! $20 on Prime Day; done!,1,woohoo! $20 on prime day; done!,woohoo 20 on prime day done,woohoo 20 on prime day done,"['woohoo', '20', 'on', 'prime', 'day', 'done']",woohoo 20 prime day done
5,30-Jul-18,Configuration: Fire TV Stick,Perfect,1,perfect,perfect,perfect,['perfect'],perfect
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to use! Makes finding shows and movies a snap.,1,very easy to use! makes finding shows and movies a snap.,very easy to use makes finding shows and movies a snap,very easy to use makes finding shows and movies a snap,"['very', 'easy', 'to', 'use', 'makes', 'finding', 'shows', 'and', 'movies', 'a', 'snap']",easy use makes finding shows movies snap
5,30-Jul-18,Configuration: Fire TV Stick,Upgraded from a first generation firestick. I don't know why I waited so long. I love it!,1,upgraded from a first generation firestick. i don't know why i waited so long. i love it!,upgraded from a first generation firestick i dont know why i waited so long i love it,upgraded from a first generation firestick i dont know why i waited so long i love it,"['upgraded', 'from', 'a', 'first', 'generation', 'firestick', 'i', 'dont', 'know', 'why', 'i', 'waited', 'so', 'long', 'i', 'love', 'it']",upgraded first generation firestick dont know waited long love
5,30-Jul-18,Configuration: Fire TV Stick,Amazing device,1,amazing device,amazing device,amazing device,"['amazing', 'device']",amazing device
5,30-Jul-18,Configuration: Fire TV Stick,Great product.,1,great product.,great product,great product,"['great', 'product']",great product
5,30-Jul-18,Configuration: Fire TV Stick,"This was a replacement of an older version of Fire Stick. I haven't tried the Alexa voice part of this remote yet, but it works great.",1,"this was a replacement of an older version of fire stick. i haven't tried the alexa voice part of this remote yet, but it works great.",this was a replacement of an older version of fire stick i havent tried the alexa voice part of this remote yet but it works great,this was a replacement of an older version of fire stick i havent tried the alexa voice part of this remote yet but it works great,"['this', 'was', 'a', 'replacement', 'of', 'an', 'older', 'version', 'of', 'fire', 'stick', 'i', 'havent', 'tried', 'the', 'alexa', 'voice', 'part', 'of', 'this', 'remote', 'yet', 'but', 'it', 'works', 'great']",replacement older version fire stick havent tried alexa voice part remote yet works great
5,30-Jul-18,Configuration: Fire TV Stick,I bought and love them. Alexa is very convenient.,1,i bought and love them. alexa is very convenient.,i bought and love them alexa is very convenient,i bought and love them alexa is very convenient,"['i', 'bought', 'and', 'love', 'them', 'alexa', 'is', 'very', 'convenient']",bought love alexa convenient
5,30-Jul-18,Configuration: Fire TV Stick,Like,1,like,like,like,['like'],like
5,30-Jul-18,Configuration: Fire TV Stick,"I don't have Alexa, but after getting this I'm feeling inspired to get one. I feel this is a good gateway and or Alexa trial, and liking it so far.  Channels work just fine like Apple TV, just need to check if there is a phone app for a keyboard typing, because spelling things out on keyboard sucks for searching YouTube clips",1,"i don't have alexa, but after getting this i'm feeling inspired to get one. i feel this is a good gateway and or alexa trial, and liking it so far.  channels work just fine like apple tv, just need to check if there is a phone app for a keyboard typing, because spelling things out on keyboard sucks for searching youtube clips",i dont have alexa but after getting this im feeling inspired to get one i feel this is a good gateway and or alexa trial and liking it so far  channels work just fine like apple tv just need to check if there is a phone app for a keyboard typing because spelling things out on keyboard sucks for searching youtube clips,i dont have alexa but after getting this im feeling inspired to get one i feel this is a good gateway and or alexa trial and liking it so far  channels work just fine like apple tv just need to check if there is a phone app for a keyboard typing because spelling things out on keyboard sucks for searching youtube clips,"['i', 'dont', 'have', 'alexa', 'but', 'after', 'getting', 'this', 'im', 'feeling', 'inspired', 'to', 'get', 'one', 'i', 'feel', 'this', 'is', 'a', 'good', 'gateway', 'and', 'or', 'alexa', 'trial', 'and', 'liking', 'it', 'so', 'far', 'channels', 'work', 'just', 'fine', 'like', 'apple', 'tv', 'just', 'need', 'to', 'check', 'if', 'there', 'is', 'a', 'phone', 'app', 'for', 'a', 'keyboard', 'typing', 'because', 'spelling', 'things', 'out', 'on', 'keyboard', 'sucks', 'for', 'searching', 'youtube', 'clips']",dont alexa getting im feeling inspired get one feel good gateway alexa trial liking far channels work fine like apple tv need check phone app keyboard typing spelling things keyboard sucks searching youtube clips
